in.comstock_building_type_group,in.comstock_building_type,in.hvac_combined_type,weighted_sqft,total_tons,out.params.cdd50f_avg,out.params.cdd65f_avg,out.params.hdd50f_avg,out.params.hdd65f_avg,bin_distribution_json,clean_county,share_pct,cdd50f_rank,cdd65f_rank,hdd50f_rank,hdd65f_rank,county_context_json
Food Service,FullServiceRestaurant,Central Single-zone RTU_Furnace_DX,153110.52900586574,4799.965631348052,3162.563105163633,1009.3854267586498,3291.0008950300617,6612.823216625078,"{""0-5"": 0.0, ""101-150"": 119.39660206474863, ""11-15"": 319.9615488991223, ""151-200"": 0.0, ""16-20"": 613.1417458896243, ""200+"": 0.0, ""21-30"": 686.3240409570977, ""31-50"": 1587.3815320139474, ""51-75"": 1175.7190399828592, ""6-10"": 66.07390076790847, ""76-100"": 231.96722077274353}",Livingston,80.47198450261794,33.0,34.0,29.0,30.0,"{""Central Multi-zone VAV RTU_District_District"": 0.0, ""Central Single-zone RTU_ASHP_ASHP"": 272.4926365035708, ""Central Single-zone RTU_Electric Resistance_DX"": 892.3078069702278, ""Central Single-zone RTU_Furnace_DX"": 4799.965631348052}"
Food Service,QuickServiceRestaurant,Central Single-zone RTU_ASHP_ASHP,9265.883227008586,311.53382821861976,3166.344727641947,1010.4883329136069,3309.571619523176,6628.715224794836,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 35.32582012895426, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 84.87361800471277, ""31-50"": 181.76893950146646, ""51-75"": 0.0, ""6-10"": 9.565450583486262, ""76-100"": 0.0}",Livingston,10.954917618750097,21.0,21.0,35.0,37.0,"{""Central Single-zone RTU_ASHP_ASHP"": 311.53382821861976, ""Central Single-zone RTU_Electric Resistance_DX"": 886.1368801251558, ""Central Single-zone RTU_Furnace_DX"": 1436.9544053875072, ""Residential forced air_Furnace_DX"": 209.1555431438367}"
Food Service,QuickServiceRestaurant,Central Single-zone RTU_Electric Resistance_DX,23925.511648263026,886.1368801251558,3170.405262841348,1022.559316681408,3346.301192019831,6673.455245859891,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 112.36300793402054, ""151-200"": 0.0, ""16-20"": 115.29959134214498, ""200+"": 0.0, ""21-30"": 289.59063589513636, ""31-50"": 368.8836449538539, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Livingston,31.160521398963475,21.0,21.0,35.0,37.0,"{""Central Single-zone RTU_ASHP_ASHP"": 311.53382821861976, ""Central Single-zone RTU_Electric Resistance_DX"": 886.1368801251558, ""Central Single-zone RTU_Furnace_DX"": 1436.9544053875072, ""Residential forced air_Furnace_DX"": 209.1555431438367}"
Food Service,QuickServiceRestaurant,Central Single-zone RTU_Furnace_DX,54131.323817045995,1436.9544053875072,3235.3592635849186,1041.0179010104703,3131.6076928893026,6412.266330314856,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 169.4753144464172, ""151-200"": 0.0, ""16-20"": 132.879655805996, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 1070.6383666160718, ""51-75"": 0.0, ""6-10"": 63.96106851902239, ""76-100"": 0.0}",Livingston,50.529720072240046,21.0,21.0,35.0,37.0,"{""Central Single-zone RTU_ASHP_ASHP"": 311.53382821861976, ""Central Single-zone RTU_Electric Resistance_DX"": 886.1368801251558, ""Central Single-zone RTU_Furnace_DX"": 1436.9544053875072, ""Residential forced air_Furnace_DX"": 209.1555431438367}"
Food Service,QuickServiceRestaurant,Residential forced air_Furnace_DX,6327.995651397948,209.1555431438367,3100.050548743697,969.7832575468393,3323.160040893958,6667.8927496971,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 53.74056739552425, ""200+"": 0.0, ""21-30"": 21.884219328964065, ""31-50"": 133.5307564193484, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Livingston,7.35484091004637,21.0,21.0,35.0,37.0,"{""Central Single-zone RTU_ASHP_ASHP"": 311.53382821861976, ""Central Single-zone RTU_Electric Resistance_DX"": 886.1368801251558, ""Central Single-zone RTU_Furnace_DX"": 1436.9544053875072, ""Residential forced air_Furnace_DX"": 209.1555431438367}"
Healthcare,Outpatient,Central Multi-zone VAV RTU_Boiler _DX,40415.02665891971,88.52500614357018,3295.3083839285596,1068.1050200892785,2852.8079285714407,6100.604564732159,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 88.52500614357018}",Livingston,5.267144542376302,9.0,9.0,52.0,52.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 88.52500614357018, ""Central Multi-zone VAV RTU_District_WCC"": 0.0, ""Central Single-zone RTU_ASHP_ASHP"": 126.29031271837925, ""Central Single-zone RTU_Electric Resistance_DX"": 215.41267217378086, ""Central Single-zone RTU_Furnace_DX"": 1250.4740559909046}"
Healthcare,Outpatient,Central Multi-zone VAV RTU_District_WCC,172763.81153800272,0.0,3213.6311779966004,1049.827468626503,3254.895879489597,6566.092170119499,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Livingston,0.0,9.0,9.0,52.0,52.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 88.52500614357018, ""Central Multi-zone VAV RTU_District_WCC"": 0.0, ""Central Single-zone RTU_ASHP_ASHP"": 126.29031271837925, ""Central Single-zone RTU_Electric Resistance_DX"": 215.41267217378086, ""Central Single-zone RTU_Furnace_DX"": 1250.4740559909046}"
Healthcare,Outpatient,Central Single-zone RTU_ASHP_ASHP,22854.754233325144,126.29031271837925,3310.005201043809,1102.1214508643684,3084.161696305408,6351.277946125967,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 11.10557170766451, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 23.82765017739314, ""31-50"": 38.566379266492305, ""51-75"": 52.79071156682931, ""6-10"": 0.0, ""76-100"": 0.0}",Livingston,7.514140471346607,9.0,9.0,52.0,52.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 88.52500614357018, ""Central Multi-zone VAV RTU_District_WCC"": 0.0, ""Central Single-zone RTU_ASHP_ASHP"": 126.29031271837925, ""Central Single-zone RTU_Electric Resistance_DX"": 215.41267217378086, ""Central Single-zone RTU_Furnace_DX"": 1250.4740559909046}"
Healthcare,Outpatient,Central Single-zone RTU_Electric Resistance_DX,53747.6698268387,215.41267217378086,3207.38201120396,1020.8336519019103,3180.6154342892055,6469.067074987156,"{""0-5"": 0.0, ""101-150"": 110.607114500045, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 95.49502039980342, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 9.310537273932445, ""76-100"": 0.0}",Livingston,12.81682690604631,9.0,9.0,52.0,52.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 88.52500614357018, ""Central Multi-zone VAV RTU_District_WCC"": 0.0, ""Central Single-zone RTU_ASHP_ASHP"": 126.29031271837925, ""Central Single-zone RTU_Electric Resistance_DX"": 215.41267217378086, ""Central Single-zone RTU_Furnace_DX"": 1250.4740559909046}"
Healthcare,Outpatient,Central Single-zone RTU_Furnace_DX,403858.5396772047,1250.4740559909046,3105.6688383041583,945.9220861246358,3240.641321154795,6555.894568975273,"{""0-5"": 4.688559244509725, ""101-150"": 251.8026884154395, ""11-15"": 143.6627732839234, ""151-200"": 0.0, ""16-20"": 19.705087913426546, ""200+"": 0.0, ""21-30"": 573.4417324334645, ""31-50"": 149.619870916747, ""51-75"": 0.0, ""6-10"": 24.89178155507922, ""76-100"": 82.66156222831476}",Livingston,74.40188808023078,9.0,9.0,52.0,52.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 88.52500614357018, ""Central Multi-zone VAV RTU_District_WCC"": 0.0, ""Central Single-zone RTU_ASHP_ASHP"": 126.29031271837925, ""Central Single-zone RTU_Electric Resistance_DX"": 215.41267217378086, ""Central Single-zone RTU_Furnace_DX"": 1250.4740559909046}"
Lodging,LargeHotel,DOAS+Zone terminal equipment_GSHP_GSHP,28598.826936875557,8.819773983540715,3298.4724137276817,1085.324880895411,3015.6463235216897,6277.4987906894185,"{""0-5"": 8.819773983540715, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Livingston,0.1866184425698366,14.0,17.0,52.0,52.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 8.819773983540715, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 49.10890664826096, ""Zone terminal equipment_Boiler _DX"": 974.8860029376151, ""Zone terminal equipment_Electric Resistance_DX"": 2162.1274252325506, ""Zone terminal equipment_Furnace_DX"": 1531.1577675487674}"
Lodging,LargeHotel,DOAS+Zone terminal equipment_WSHP_WSHP,32477.79115339837,0.0,2998.4304581806973,885.9256116262142,3437.12232197328,6799.617475418797,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Livingston,0.0,14.0,17.0,52.0,52.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 8.819773983540715, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 49.10890664826096, ""Zone terminal equipment_Boiler _DX"": 974.8860029376151, ""Zone terminal equipment_Electric Resistance_DX"": 2162.1274252325506, ""Zone terminal equipment_Furnace_DX"": 1531.1577675487674}"
Lodging,LargeHotel,Zone terminal equipment_ASHP_ASHP,1416.4649142968,49.10890664826096,3398.3943988979645,1070.3575238667506,2469.187371394242,5616.150496363029,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 49.10890664826096, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Livingston,1.0391000599458444,14.0,17.0,52.0,52.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 8.819773983540715, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 49.10890664826096, ""Zone terminal equipment_Boiler _DX"": 974.8860029376151, ""Zone terminal equipment_Electric Resistance_DX"": 2162.1274252325506, ""Zone terminal equipment_Furnace_DX"": 1531.1577675487674}"
Lodging,LargeHotel,Zone terminal equipment_Boiler _DX,69701.53492033978,974.8860029376151,3178.3798551686186,1016.9862149624203,3265.554516215535,6579.160876009337,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 571.5410429119154, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 137.59003312366045, ""6-10"": 0.0, ""76-100"": 265.7549269020393}",Livingston,20.627706321144757,14.0,17.0,52.0,52.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 8.819773983540715, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 49.10890664826096, ""Zone terminal equipment_Boiler _DX"": 974.8860029376151, ""Zone terminal equipment_Electric Resistance_DX"": 2162.1274252325506, ""Zone terminal equipment_Furnace_DX"": 1531.1577675487674}"
Lodging,LargeHotel,Zone terminal equipment_Electric Resistance_DX,149670.93242499747,2162.1274252325506,3283.168944370424,1068.0430416094973,3096.392215846613,6356.266313085686,"{""0-5"": 0.0, ""101-150"": 228.80130217073372, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 1344.856816169047, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 61.477390092957855, ""6-10"": 0.0, ""76-100"": 526.9919167998119}",Livingston,45.7486613021399,14.0,17.0,52.0,52.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 8.819773983540715, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 49.10890664826096, ""Zone terminal equipment_Boiler _DX"": 974.8860029376151, ""Zone terminal equipment_Electric Resistance_DX"": 2162.1274252325506, ""Zone terminal equipment_Furnace_DX"": 1531.1577675487674}"
