in.comstock_building_type_group,in.comstock_building_type,in.hvac_combined_type,weighted_sqft,total_tons,out.params.cdd50f_avg,out.params.cdd65f_avg,out.params.hdd50f_avg,out.params.hdd65f_avg,bin_distribution_json,clean_county,share_pct,cdd50f_rank,cdd65f_rank,hdd50f_rank,hdd65f_rank,county_context_json
Office,MediumOffice,Central Single-zone RTU_ASHP_ASHP,161512.39025721763,2002.9519421173588,3872.4947648022285,1358.2486297337432,1936.0516522175842,4896.805517149099,"{""0-5"": 0.0, ""101-150"": 261.6958947841778, ""11-15"": 0.0, ""151-200"": 345.32877855740185, ""16-20"": 0.0, ""200+"": 1168.5842443810463, ""21-30"": 29.1283170901814, ""31-50"": 49.77433480247521, ""51-75"": 61.291437036607405, ""6-10"": 0.0, ""76-100"": 87.14893546546884}",Suffolk,2.84143921027335,6.0,5.0,59.0,58.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Multi-zone VAV RTU_Boiler _DX"": 22530.18503391515, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 3468.490973020385, ""Central Multi-zone VAV RTU_Electric Resistance_WCC"": 0.0, ""Central Multi-zone VAV RTU_Furnace_DX"": 11382.936910572222, ""Central Single-zone RTU_ASHP_ASHP"": 2002.9519421173588, ""Central Single-zone RTU_Boiler _DX"": 1011.8426249031094, ""Central Single-zone RTU_Electric Resistance_DX"": 4320.860926547258, ""Central Single-zone RTU_Furnace_DX"": 25773.48623451386, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""DOAS+Zone terminal equipment_Boiler _WCC"": 0.0, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0}"
Office,MediumOffice,Central Single-zone RTU_Boiler _DX,103815.93145010386,1011.8426249031094,4042.812759483357,1464.2173125997765,1871.2776626237144,4767.682215740134,"{""0-5"": 0.0, ""101-150"": 337.41622624631, ""11-15"": 26.576904442303892, ""151-200"": 0.0, ""16-20"": 30.45482663604888, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 258.2632302601267, ""51-75"": 359.1314373183199, ""6-10"": 0.0, ""76-100"": 0.0}",Suffolk,1.4354260072691973,6.0,5.0,59.0,58.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Multi-zone VAV RTU_Boiler _DX"": 22530.18503391515, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 3468.490973020385, ""Central Multi-zone VAV RTU_Electric Resistance_WCC"": 0.0, ""Central Multi-zone VAV RTU_Furnace_DX"": 11382.936910572222, ""Central Single-zone RTU_ASHP_ASHP"": 2002.9519421173588, ""Central Single-zone RTU_Boiler _DX"": 1011.8426249031094, ""Central Single-zone RTU_Electric Resistance_DX"": 4320.860926547258, ""Central Single-zone RTU_Furnace_DX"": 25773.48623451386, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""DOAS+Zone terminal equipment_Boiler _WCC"": 0.0, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0}"
Office,MediumOffice,Central Single-zone RTU_Electric Resistance_DX,329168.22627797606,4320.860926547258,3815.0260910138104,1308.5841859103623,1883.4283092644064,4851.986404160959,"{""0-5"": 0.0, ""101-150"": 1061.3570585712553, ""11-15"": 0.0, ""151-200"": 872.6586306826, ""16-20"": 46.37523948480654, ""200+"": 1422.0252426268833, ""21-30"": 302.52476440316383, ""31-50"": 185.19202729961233, ""51-75"": 50.215006392627885, ""6-10"": 0.0, ""76-100"": 380.51295708630846}",Suffolk,6.129684592357555,6.0,5.0,59.0,58.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Multi-zone VAV RTU_Boiler _DX"": 22530.18503391515, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 3468.490973020385, ""Central Multi-zone VAV RTU_Electric Resistance_WCC"": 0.0, ""Central Multi-zone VAV RTU_Furnace_DX"": 11382.936910572222, ""Central Single-zone RTU_ASHP_ASHP"": 2002.9519421173588, ""Central Single-zone RTU_Boiler _DX"": 1011.8426249031094, ""Central Single-zone RTU_Electric Resistance_DX"": 4320.860926547258, ""Central Single-zone RTU_Furnace_DX"": 25773.48623451386, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""DOAS+Zone terminal equipment_Boiler _WCC"": 0.0, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0}"
Office,MediumOffice,Central Single-zone RTU_Furnace_DX,2053054.4349902056,25773.48623451386,3915.5633701873676,1378.096377306649,1932.262474740097,4869.79548185938,"{""0-5"": 0.0, ""101-150"": 3967.6463469055275, ""11-15"": 108.34328740963946, ""151-200"": 7017.543977620483, ""16-20"": 118.98019063363307, ""200+"": 6893.33597466389, ""21-30"": 544.2829244568142, ""31-50"": 1071.0462418784393, ""51-75"": 1624.3801966199135, ""6-10"": 0.0, ""76-100"": 4427.927094325522}",Suffolk,36.562931357589775,6.0,5.0,59.0,58.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Multi-zone VAV RTU_Boiler _DX"": 22530.18503391515, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 3468.490973020385, ""Central Multi-zone VAV RTU_Electric Resistance_WCC"": 0.0, ""Central Multi-zone VAV RTU_Furnace_DX"": 11382.936910572222, ""Central Single-zone RTU_ASHP_ASHP"": 2002.9519421173588, ""Central Single-zone RTU_Boiler _DX"": 1011.8426249031094, ""Central Single-zone RTU_Electric Resistance_DX"": 4320.860926547258, ""Central Single-zone RTU_Furnace_DX"": 25773.48623451386, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""DOAS+Zone terminal equipment_Boiler _WCC"": 0.0, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0}"
Office,MediumOffice,DOAS+Zone terminal equipment_Boiler _ACC,120997.79620890587,0.0,3950.7045239906483,1396.8162952954353,1921.1499455123783,4842.2617168171655,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Suffolk,0.0,6.0,5.0,59.0,58.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Multi-zone VAV RTU_Boiler _DX"": 22530.18503391515, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 3468.490973020385, ""Central Multi-zone VAV RTU_Electric Resistance_WCC"": 0.0, ""Central Multi-zone VAV RTU_Furnace_DX"": 11382.936910572222, ""Central Single-zone RTU_ASHP_ASHP"": 2002.9519421173588, ""Central Single-zone RTU_Boiler _DX"": 1011.8426249031094, ""Central Single-zone RTU_Electric Resistance_DX"": 4320.860926547258, ""Central Single-zone RTU_Furnace_DX"": 25773.48623451386, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""DOAS+Zone terminal equipment_Boiler _WCC"": 0.0, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0}"
Office,MediumOffice,DOAS+Zone terminal equipment_Boiler _WCC,110681.29391392035,0.0,4122.168969320517,1525.7844203707737,1841.1191541603027,4719.734605210559,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Suffolk,0.0,6.0,5.0,59.0,58.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Multi-zone VAV RTU_Boiler _DX"": 22530.18503391515, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 3468.490973020385, ""Central Multi-zone VAV RTU_Electric Resistance_WCC"": 0.0, ""Central Multi-zone VAV RTU_Furnace_DX"": 11382.936910572222, ""Central Single-zone RTU_ASHP_ASHP"": 2002.9519421173588, ""Central Single-zone RTU_Boiler _DX"": 1011.8426249031094, ""Central Single-zone RTU_Electric Resistance_DX"": 4320.860926547258, ""Central Single-zone RTU_Furnace_DX"": 25773.48623451386, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""DOAS+Zone terminal equipment_Boiler _WCC"": 0.0, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0}"
Office,MediumOffice,DOAS+Zone terminal equipment_WSHP_WSHP,71678.00871991721,0.0,3790.0017235207597,1299.1912807259293,1999.8373618237335,4984.026919028904,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Suffolk,0.0,6.0,5.0,59.0,58.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Multi-zone VAV RTU_Boiler _DX"": 22530.18503391515, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 3468.490973020385, ""Central Multi-zone VAV RTU_Electric Resistance_WCC"": 0.0, ""Central Multi-zone VAV RTU_Furnace_DX"": 11382.936910572222, ""Central Single-zone RTU_ASHP_ASHP"": 2002.9519421173588, ""Central Single-zone RTU_Boiler _DX"": 1011.8426249031094, ""Central Single-zone RTU_Electric Resistance_DX"": 4320.860926547258, ""Central Single-zone RTU_Furnace_DX"": 25773.48623451386, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""DOAS+Zone terminal equipment_Boiler _WCC"": 0.0, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0}"
Office,SmallOffice,Central Multi-zone VAV RTU_Boiler _DX,620313.6863983051,7698.893099562499,3803.775548492979,1317.3709764090527,2025.9565662935959,5014.55199420967,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 3727.130264829751, ""51-75"": 3895.5298995267513, ""6-10"": 0.0, ""76-100"": 76.23293520599596}",Suffolk,6.316826471525502,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Office,SmallOffice,Central Multi-zone VAV RTU_Electric Resistance_DX,176134.5489416649,2617.3372983861846,4075.4550146282327,1505.1335909126296,1861.5434190167177,4766.2219953011145,"{""0-5"": 0.0, ""101-150"": 538.2326304880072, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 417.9819476215026, ""51-75"": 1432.0085662689987, ""6-10"": 0.0, ""76-100"": 229.1141540076761}",Suffolk,2.1474860499487156,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Office,SmallOffice,Central Multi-zone VAV RTU_Furnace_DX,573575.1558535929,7289.997421726914,3941.8646880166507,1412.318930069973,1937.0988066894693,4882.553048742792,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 2964.0691410273475, ""51-75"": 4070.8939355581306, ""6-10"": 0.0, ""76-100"": 255.03434514143558}",Suffolk,5.981333692441329,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Office,SmallOffice,Central Single-zone RTU_ASHP_ASHP,360643.07029914495,6016.617664677537,3863.884680403825,1363.0554709418334,2019.3115544576679,4993.482344995677,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 297.96292678128856, ""151-200"": 0.0, ""16-20"": 2236.45790393877, ""200+"": 0.0, ""21-30"": 1773.2619157568356, ""31-50"": 364.9440749270906, ""51-75"": 681.334331467514, ""6-10"": 581.0017273306238, ""76-100"": 81.65478447541439}",Suffolk,4.936544674901741,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Office,SmallOffice,Central Single-zone RTU_Electric Resistance_DX,699281.0982481381,8939.582128328704,3665.066890270359,1210.3557962349187,1901.4358666849323,4921.7247726494925,"{""0-5"": 110.66149812606851, ""101-150"": 0.0, ""11-15"": 996.008763305308, ""151-200"": 0.0, ""16-20"": 2597.932489653141, ""200+"": 0.0, ""21-30"": 1054.8080559626899, ""31-50"": 2131.2394600014136, ""51-75"": 749.9973527535609, ""6-10"": 1298.9345085265215, ""76-100"": 0.0}",Suffolk,7.334793236161706,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Office,SmallOffice,Central Single-zone RTU_Furnace_DX,4280650.401667785,40250.87846078337,3681.222071342473,1229.1929857933512,1948.0024064643017,4970.97332091518,"{""0-5"": 2312.140030008404, ""101-150"": 3457.741813666373, ""11-15"": 6123.27137190777, ""151-200"": 0.0, ""16-20"": 9878.220674408003, ""200+"": 0.0, ""21-30"": 3951.212953653281, ""31-50"": 4695.882888781332, ""51-75"": 4432.749009294787, ""6-10"": 4710.812417565826, ""76-100"": 688.8473014975938}",Suffolk,33.025242885588405,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Office,SmallOffice,Residential forced air_Furnace_DX,2423667.4559819363,42038.208570944975,3791.33798186471,1311.2241281648808,1993.648346163203,4988.534492463375,"{""0-5"": 470.96342849431005, ""101-150"": 1285.866944290261, ""11-15"": 608.2593510533101, ""151-200"": 0.0, ""16-20"": 5593.388553462982, ""200+"": 0.0, ""21-30"": 13390.129417254087, ""31-50"": 14690.072061816263, ""51-75"": 1760.9469593671058, ""6-10"": 3697.1192215973115, ""76-100"": 541.4626336093418}",Suffolk,34.49172046973163,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Office,SmallOffice,Zone terminal equipment_ASHP_ASHP,306191.5405335821,2926.2685198921517,3658.7739316489465,1210.660616030137,1942.3354494763032,4969.222133857494,"{""0-5"": 228.81562586124096, ""101-150"": 0.0, ""11-15"": 320.41396815438503, ""151-200"": 0.0, ""16-20"": 788.9511789013898, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 1588.0877469751363, ""76-100"": 0.0}",Suffolk,2.4009594899164037,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Office,SmallOffice,Zone terminal equipment_Electric Resistance_DX,305810.6225397308,4101.346083065284,3586.905601011293,1167.7805471252436,2073.8116953485237,5129.686641462475,"{""0-5"": 371.1163555252504, ""101-150"": 0.0, ""11-15"": 487.1470010612213, ""151-200"": 0.0, ""16-20"": 1363.7667594369843, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 1120.0732084539584, ""51-75"": 0.0, ""6-10"": 759.2427585878696, ""76-100"": 0.0}",Suffolk,3.3650930297845614,3.0,3.0,61.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 7698.893099562499, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2617.3372983861846, ""Central Multi-zone VAV RTU_Furnace_DX"": 7289.997421726914, ""Central Single-zone RTU_ASHP_ASHP"": 6016.617664677537, ""Central Single-zone RTU_Electric Resistance_DX"": 8939.582128328704, ""Central Single-zone RTU_Furnace_DX"": 40250.87846078337, ""Residential forced air_Furnace_DX"": 42038.208570944975, ""Zone terminal equipment_ASHP_ASHP"": 2926.2685198921517, ""Zone terminal equipment_Electric Resistance_DX"": 4101.346083065284}"
Warehouse and Storage,Warehouse,Central Multi-zone VAV RTU_Boiler _DX,5303283.300610381,13929.991204453809,3971.5960525090586,1437.3247712134591,1932.0721247470972,4872.800843451498,"{""0-5"": 0.0, ""101-150"": 3714.735523839086, ""11-15"": 0.0, ""151-200"": 3637.2887140082507, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 1286.0259165168238, ""51-75"": 2550.522156534655, ""6-10"": 0.0, ""76-100"": 2741.4188935549932}",Suffolk,11.447941905547397,2.0,2.0,60.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 13929.991204453809, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2991.7251290380855, ""Central Multi-zone VAV RTU_Furnace_DX"": 10236.598744232895, ""Central Single-zone RTU_ASHP_ASHP"": 1402.8919592759562, ""Central Single-zone RTU_Electric Resistance_DX"": 5723.619002011818, ""Central Single-zone RTU_Furnace_DX"": 59784.18977535842, ""Residential forced air_Furnace_DX"": 26618.34921008505, ""Zone terminal equipment_ASHP_ASHP"": 417.27409577157135, ""Zone terminal equipment_Electric Resistance_DX"": 576.544444336702}"
Warehouse and Storage,Warehouse,Central Multi-zone VAV RTU_Electric Resistance_DX,694273.4337665308,2991.7251290380855,3845.595379130574,1342.8261379332348,1858.950154084051,4831.180912886712,"{""0-5"": 0.0, ""101-150"": 681.3167187241006, ""11-15"": 0.0, ""151-200"": 722.0053762562419, ""16-20"": 0.0, ""200+"": 554.127063278035, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 297.5945759237334, ""6-10"": 0.0, ""76-100"": 736.6813948559743}",Suffolk,2.4586588011372106,2.0,2.0,60.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 13929.991204453809, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2991.7251290380855, ""Central Multi-zone VAV RTU_Furnace_DX"": 10236.598744232895, ""Central Single-zone RTU_ASHP_ASHP"": 1402.8919592759562, ""Central Single-zone RTU_Electric Resistance_DX"": 5723.619002011818, ""Central Single-zone RTU_Furnace_DX"": 59784.18977535842, ""Residential forced air_Furnace_DX"": 26618.34921008505, ""Zone terminal equipment_ASHP_ASHP"": 417.27409577157135, ""Zone terminal equipment_Electric Resistance_DX"": 576.544444336702}"
Warehouse and Storage,Warehouse,Central Multi-zone VAV RTU_Furnace_DX,4196348.771729025,10236.598744232895,3875.2182024515446,1364.7835101320397,1865.7867490908293,4830.352056771324,"{""0-5"": 0.0, ""101-150"": 2085.8148706509924, ""11-15"": 0.0, ""151-200"": 466.44287162120736, ""16-20"": 0.0, ""200+"": 1389.7371327854758, ""21-30"": 0.0, ""31-50"": 875.8416573682412, ""51-75"": 2697.416117050307, ""6-10"": 0.0, ""76-100"": 2721.346094756671}",Suffolk,8.412639032888213,2.0,2.0,60.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 13929.991204453809, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2991.7251290380855, ""Central Multi-zone VAV RTU_Furnace_DX"": 10236.598744232895, ""Central Single-zone RTU_ASHP_ASHP"": 1402.8919592759562, ""Central Single-zone RTU_Electric Resistance_DX"": 5723.619002011818, ""Central Single-zone RTU_Furnace_DX"": 59784.18977535842, ""Residential forced air_Furnace_DX"": 26618.34921008505, ""Zone terminal equipment_ASHP_ASHP"": 417.27409577157135, ""Zone terminal equipment_Electric Resistance_DX"": 576.544444336702}"
Warehouse and Storage,Warehouse,Central Single-zone RTU_ASHP_ASHP,350726.5874497629,1402.8919592759562,3974.796503941796,1433.0747949948297,1853.9644765348614,4787.242767587896,"{""0-5"": 39.83301264230186, ""101-150"": 0.0, ""11-15"": 352.36702665881035, ""151-200"": 0.0, ""16-20"": 71.43277739885463, ""200+"": 0.0, ""21-30"": 185.32042442321486, ""31-50"": 0.0, ""51-75"": 510.5466105671446, ""6-10"": 243.39210758562987, ""76-100"": 0.0}",Suffolk,1.152924320900921,2.0,2.0,60.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 13929.991204453809, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2991.7251290380855, ""Central Multi-zone VAV RTU_Furnace_DX"": 10236.598744232895, ""Central Single-zone RTU_ASHP_ASHP"": 1402.8919592759562, ""Central Single-zone RTU_Electric Resistance_DX"": 5723.619002011818, ""Central Single-zone RTU_Furnace_DX"": 59784.18977535842, ""Residential forced air_Furnace_DX"": 26618.34921008505, ""Zone terminal equipment_ASHP_ASHP"": 417.27409577157135, ""Zone terminal equipment_Electric Resistance_DX"": 576.544444336702}"
Warehouse and Storage,Warehouse,Central Single-zone RTU_Electric Resistance_DX,2585379.190157809,5723.619002011818,3869.986315310444,1359.8199835023881,1844.2468587970623,4809.080526989007,"{""0-5"": 284.6721531793594, ""101-150"": 512.4682766184449, ""11-15"": 401.2826788114737, ""151-200"": 532.7400386968843, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 1865.1777921109594, ""31-50"": 182.0461954487411, ""51-75"": 570.1676959303707, ""6-10"": 683.5866903944748, ""76-100"": 691.4774808211099}",Suffolk,4.703783144067508,2.0,2.0,60.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 13929.991204453809, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2991.7251290380855, ""Central Multi-zone VAV RTU_Furnace_DX"": 10236.598744232895, ""Central Single-zone RTU_ASHP_ASHP"": 1402.8919592759562, ""Central Single-zone RTU_Electric Resistance_DX"": 5723.619002011818, ""Central Single-zone RTU_Furnace_DX"": 59784.18977535842, ""Residential forced air_Furnace_DX"": 26618.34921008505, ""Zone terminal equipment_ASHP_ASHP"": 417.27409577157135, ""Zone terminal equipment_Electric Resistance_DX"": 576.544444336702}"
Warehouse and Storage,Warehouse,Central Single-zone RTU_Furnace_DX,40328202.196335785,59784.18977535842,3991.414678451296,1447.5686554824508,1851.3413534359818,4782.495330467137,"{""0-5"": 2795.9280973339437, ""101-150"": 7421.400380214955, ""11-15"": 2929.836770403696, ""151-200"": 3860.893135737466, ""16-20"": 4193.187140913401, ""200+"": 4745.307545346083, ""21-30"": 6507.847799698448, ""31-50"": 8885.700223567253, ""51-75"": 2437.240518299265, ""6-10"": 6035.682815223145, ""76-100"": 9971.165348620767}",Suffolk,49.13182796552665,2.0,2.0,60.0,61.0,"{""Central Multi-zone VAV RTU_Boiler _DX"": 13929.991204453809, ""Central Multi-zone VAV RTU_Electric Resistance_DX"": 2991.7251290380855, ""Central Multi-zone VAV RTU_Furnace_DX"": 10236.598744232895, ""Central Single-zone RTU_ASHP_ASHP"": 1402.8919592759562, ""Central Single-zone RTU_Electric Resistance_DX"": 5723.619002011818, ""Central Single-zone RTU_Furnace_DX"": 59784.18977535842, ""Residential forced air_Furnace_DX"": 26618.34921008505, ""Zone terminal equipment_ASHP_ASHP"": 417.27409577157135, ""Zone terminal equipment_Electric Resistance_DX"": 576.544444336702}"
