in.comstock_building_type_group,in.comstock_building_type,in.hvac_combined_type,weighted_sqft,total_tons,out.params.cdd50f_avg,out.params.cdd65f_avg,out.params.hdd50f_avg,out.params.hdd65f_avg,bin_distribution_json,clean_county,share_pct,cdd50f_rank,cdd65f_rank,hdd50f_rank,hdd65f_rank,county_context_json
Education,PrimarySchool,Central Single-zone RTU_Boiler _DX,43748.37102806117,138.26452387327998,2587.3210186011797,603.530980654756,3863.070503720251,7354.280465773827,"{""0-5"": 0.0, ""101-150"": 138.26452387327998, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,100.0,58.0,60.0,8.0,11.0,"{""Central Single-zone RTU_Boiler _DX"": 138.26452387327998}"
Education,SecondarySchool,Central Multi-zone VAV RTU_Furnace_DX,33641.74183443858,180.26327892260431,3196.137023281241,962.737901738879,2789.750133716076,6031.351012173714,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 180.26327892260431, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,9.693691208835098,39.0,40.0,28.0,28.0,"{""Central Multi-zone VAV RTU_Furnace_DX"": 180.26327892260431, ""Central Single-zone RTU_Boiler _DX"": 768.924632306562, ""Central Single-zone RTU_Furnace_DX"": 685.0204288739722, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""Zone terminal equipment_Boiler _DX"": 225.38544145148126}"
Education,SecondarySchool,Central Single-zone RTU_Boiler _DX,58073.48531454432,768.924632306562,3067.73911921948,931.1562553685826,3415.2345513841524,6753.651687533255,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 558.3406877331848, ""21-30"": 0.0, ""31-50"": 49.8687716721416, ""51-75"": 71.96998893967887, ""6-10"": 0.0, ""76-100"": 88.7451839615567}",Schuyler,41.34906450718185,39.0,40.0,28.0,28.0,"{""Central Multi-zone VAV RTU_Furnace_DX"": 180.26327892260431, ""Central Single-zone RTU_Boiler _DX"": 768.924632306562, ""Central Single-zone RTU_Furnace_DX"": 685.0204288739722, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""Zone terminal equipment_Boiler _DX"": 225.38544145148126}"
Education,SecondarySchool,Central Single-zone RTU_Furnace_DX,80836.80084248823,685.0204288739722,2914.912980417065,813.7831781821477,3451.47045335769,6825.340651122773,"{""0-5"": 0.0, ""101-150"": 249.74042215448227, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 203.37909436839425, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 62.85150075798408, ""6-10"": 0.0, ""76-100"": 169.04941159311159}",Schuyler,36.8371004285299,39.0,40.0,28.0,28.0,"{""Central Multi-zone VAV RTU_Furnace_DX"": 180.26327892260431, ""Central Single-zone RTU_Boiler _DX"": 768.924632306562, ""Central Single-zone RTU_Furnace_DX"": 685.0204288739722, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""Zone terminal equipment_Boiler _DX"": 225.38544145148126}"
Education,SecondarySchool,DOAS+Zone terminal equipment_Boiler _ACC,1395.820282625565,0.0,3194.140751881992,1012.591793898802,3366.842984893489,6660.294026910299,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,0.0,39.0,40.0,28.0,28.0,"{""Central Multi-zone VAV RTU_Furnace_DX"": 180.26327892260431, ""Central Single-zone RTU_Boiler _DX"": 768.924632306562, ""Central Single-zone RTU_Furnace_DX"": 685.0204288739722, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""Zone terminal equipment_Boiler _DX"": 225.38544145148126}"
Education,SecondarySchool,Zone terminal equipment_Boiler _DX,33699.829122673094,225.38544145148126,2965.648824032727,868.0192872023742,3500.0938311012033,6877.464294270851,"{""0-5"": 0.0, ""101-150"": 149.2937939661682, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 76.09164748531305}",Schuyler,12.120143855453158,39.0,40.0,28.0,28.0,"{""Central Multi-zone VAV RTU_Furnace_DX"": 180.26327892260431, ""Central Single-zone RTU_Boiler _DX"": 768.924632306562, ""Central Single-zone RTU_Furnace_DX"": 685.0204288739722, ""DOAS+Zone terminal equipment_Boiler _ACC"": 0.0, ""Zone terminal equipment_Boiler _DX"": 225.38544145148126}"
Food Sales,Grocery,Central Single-zone RTU_Furnace_DX,73397.36810658753,1330.613210899419,3178.755755675877,1022.6592075892785,3363.283823053733,6682.187274967135,"{""0-5"": 0.0, ""101-150"": 121.18644307517047, ""11-15"": 0.0, ""151-200"": 157.2439640583533, ""16-20"": 0.0, ""200+"": 876.6920460287263, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 175.49075773716896}",Schuyler,86.07759315399787,39.0,34.0,21.0,21.0,"{""Central Single-zone RTU_Furnace_DX"": 1330.613210899419, ""Residential forced air_Furnace_DX"": 215.21673408855696}"
Food Sales,Grocery,Residential forced air_Furnace_DX,5138.845886720432,215.21673408855696,3029.5320977897986,958.5942056963153,3453.9872132120036,6858.04932111852,"{""0-5"": 0.0, ""101-150"": 117.05253222566134, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 98.16420186289562}",Schuyler,13.922406846002133,39.0,34.0,21.0,21.0,"{""Central Single-zone RTU_Furnace_DX"": 1330.613210899419, ""Residential forced air_Furnace_DX"": 215.21673408855696}"
Food Service,FullServiceRestaurant,Central Single-zone RTU_ASHP_ASHP,782.1876960944395,23.821173689197096,3213.6311779966004,1049.827468626503,3254.895879489597,6566.092170119499,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 23.821173689197096, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,1.1042055051790027,17.0,14.0,37.0,37.0,"{""Central Single-zone RTU_ASHP_ASHP"": 23.821173689197096, ""Central Single-zone RTU_Electric Resistance_DX"": 186.27316038231507, ""Central Single-zone RTU_Furnace_DX"": 1947.2190987514336}"
Food Service,FullServiceRestaurant,Central Single-zone RTU_Electric Resistance_DX,3072.725234392683,186.27316038231507,3198.0346934523695,1050.9445761904692,3256.9448471726314,6584.85472991073,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 16.54501190940863, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 169.72814847290644, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,8.634496849100314,17.0,14.0,37.0,37.0,"{""Central Single-zone RTU_ASHP_ASHP"": 23.821173689197096, ""Central Single-zone RTU_Electric Resistance_DX"": 186.27316038231507, ""Central Single-zone RTU_Furnace_DX"": 1947.2190987514336}"
Food Service,FullServiceRestaurant,Central Single-zone RTU_Furnace_DX,86538.76105529084,1947.2190987514336,3186.923248005297,1023.0126133976277,3276.3444457226587,6587.433811114989,"{""0-5"": 0.0, ""101-150"": 120.250666786359, ""11-15"": 78.18564076423105, ""151-200"": 0.0, ""16-20"": 198.95332617665633, ""200+"": 0.0, ""21-30"": 339.49166974997405, ""31-50"": 684.622255585713, ""51-75"": 430.0038877769364, ""6-10"": 18.87825739101066, ""76-100"": 76.83339452055316}",Schuyler,90.26129764572069,17.0,14.0,37.0,37.0,"{""Central Single-zone RTU_ASHP_ASHP"": 23.821173689197096, ""Central Single-zone RTU_Electric Resistance_DX"": 186.27316038231507, ""Central Single-zone RTU_Furnace_DX"": 1947.2190987514336}"
Food Service,QuickServiceRestaurant,Central Single-zone RTU_Electric Resistance_DX,5599.761662343915,169.92161024613625,3216.1950843344443,1046.520314438877,3255.438675172791,6560.763905277224,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 29.020231033154452, ""151-200"": 0.0, ""16-20"": 49.59933904032327, ""200+"": 0.0, ""21-30"": 27.86463295583531, ""31-50"": 63.437407216823225, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,47.317438912368566,17.0,16.0,46.0,46.0,"{""Central Single-zone RTU_Electric Resistance_DX"": 169.92161024613625, ""Central Single-zone RTU_Furnace_DX"": 150.08031160967658, ""Residential forced air_Furnace_DX"": 39.107983819406435}"
Food Service,QuickServiceRestaurant,Central Single-zone RTU_Furnace_DX,3864.630465865269,150.08031160967658,3307.4769578253913,1075.309476476641,2933.891227875181,6176.723746526431,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 10.71424419328858, ""151-200"": 0.0, ""16-20"": 16.14682963959243, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 114.11407652533539, ""51-75"": 0.0, ""6-10"": 9.105161251460189, ""76-100"": 0.0}",Schuyler,41.792306265539196,17.0,16.0,46.0,46.0,"{""Central Single-zone RTU_Electric Resistance_DX"": 169.92161024613625, ""Central Single-zone RTU_Furnace_DX"": 150.08031160967658, ""Residential forced air_Furnace_DX"": 39.107983819406435}"
Food Service,QuickServiceRestaurant,Residential forced air_Furnace_DX,754.2896624040543,39.107983819406435,3020.588526785703,936.4678080357074,3570.331415178584,6961.210696428589,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 39.107983819406435, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,10.890254822092233,17.0,16.0,46.0,46.0,"{""Central Single-zone RTU_Electric Resistance_DX"": 169.92161024613625, ""Central Single-zone RTU_Furnace_DX"": 150.08031160967658, ""Residential forced air_Furnace_DX"": 39.107983819406435}"
Healthcare,Hospital,Central Multi-zone VAV RTU_Boiler _ACC,71905.09587273763,0.0,3061.0203429722737,940.7981757097004,3222.5013278021925,6577.279160539619,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,0.0,11.0,11.0,34.0,35.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Single-zone RTU_Furnace_DX"": 154.74718093533494}"
Healthcare,Hospital,Central Single-zone RTU_Furnace_DX,71905.09587273763,154.74718093533494,3343.976629464274,1132.5075937499926,3137.117158482155,6400.648122767873,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 154.74718093533494, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,100.0,11.0,11.0,34.0,35.0,"{""Central Multi-zone VAV RTU_Boiler _ACC"": 0.0, ""Central Single-zone RTU_Furnace_DX"": 154.74718093533494}"
Healthcare,Outpatient,Central Single-zone RTU_ASHP_ASHP,7941.722711595868,11.10557170766451,3343.976629464274,1132.5075937499926,3137.117158482155,6400.648122767873,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 11.10557170766451, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,7.139773346288021,22.0,17.0,42.0,42.0,"{""Central Single-zone RTU_ASHP_ASHP"": 11.10557170766451, ""Central Single-zone RTU_Electric Resistance_DX"": 51.464929930909335, ""Central Single-zone RTU_Furnace_DX"": 92.9746560160219}"
Healthcare,Outpatient,Central Single-zone RTU_Electric Resistance_DX,12508.092722452751,51.464929930909335,3116.0449937128014,983.3711089460066,3165.4309343847854,6507.757049617991,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 51.464929930909335, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,33.086809455806126,22.0,17.0,42.0,42.0,"{""Central Single-zone RTU_ASHP_ASHP"": 11.10557170766451, ""Central Single-zone RTU_Electric Resistance_DX"": 51.464929930909335, ""Central Single-zone RTU_Furnace_DX"": 92.9746560160219}"
Healthcare,Outpatient,Central Single-zone RTU_Furnace_DX,43250.32292754046,92.9746560160219,3042.22473590073,911.4530756561079,3363.2232250340135,6707.45156478939,"{""0-5"": 4.688559253169542, ""101-150"": 0.0, ""11-15"": 21.77896072345185, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 66.5071360394005, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,59.77341719790584,22.0,17.0,42.0,42.0,"{""Central Single-zone RTU_ASHP_ASHP"": 11.10557170766451, ""Central Single-zone RTU_Electric Resistance_DX"": 51.464929930909335, ""Central Single-zone RTU_Furnace_DX"": 92.9746560160219}"
Lodging,LargeHotel,DOAS+Zone terminal equipment_GSHP_GSHP,3383.5031053856974,46.504262822305755,3398.3943988979645,1070.3575238667506,2469.187371394242,5616.150496363029,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 46.504262822305755, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,4.7977737338162845,11.0,11.0,54.0,54.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 46.504262822305755, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 23.53348508351909, ""Zone terminal equipment_Boiler _DX"": 90.16364039393125, ""Zone terminal equipment_Electric Resistance_DX"": 569.2042110844187, ""Zone terminal equipment_Furnace_DX"": 239.8827706472929}"
Lodging,LargeHotel,DOAS+Zone terminal equipment_WSHP_WSHP,1316.1114186265274,0.0,3252.9681979910893,1038.1421680408296,2894.175488561224,6154.349458610964,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,0.0,11.0,11.0,54.0,54.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 46.504262822305755, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 23.53348508351909, ""Zone terminal equipment_Boiler _DX"": 90.16364039393125, ""Zone terminal equipment_Electric Resistance_DX"": 569.2042110844187, ""Zone terminal equipment_Furnace_DX"": 239.8827706472929}"
Lodging,LargeHotel,Zone terminal equipment_ASHP_ASHP,794.0538892380048,23.53348508351909,3020.588526785703,936.4678080357074,3570.331415178584,6961.210696428589,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 23.53348508351909, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,2.427913695359316,11.0,11.0,54.0,54.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 46.504262822305755, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 23.53348508351909, ""Zone terminal equipment_Boiler _DX"": 90.16364039393125, ""Zone terminal equipment_Electric Resistance_DX"": 569.2042110844187, ""Zone terminal equipment_Furnace_DX"": 239.8827706472929}"
Lodging,LargeHotel,Zone terminal equipment_Boiler _DX,3383.503105385698,90.16364039393125,3343.976629464274,1132.5075937499926,3137.117158482155,6400.648122767873,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 90.16364039393125}",Schuyler,9.302045003490974,11.0,11.0,54.0,54.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 46.504262822305755, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 23.53348508351909, ""Zone terminal equipment_Boiler _DX"": 90.16364039393125, ""Zone terminal equipment_Electric Resistance_DX"": 569.2042110844187, ""Zone terminal equipment_Furnace_DX"": 239.8827706472929}"
Lodging,LargeHotel,Zone terminal equipment_Electric Resistance_DX,49937.65426075253,569.2042110844187,3297.36999455883,1063.3997698890937,2966.8307508327775,6207.860526163041,"{""0-5"": 0.0, ""101-150"": 114.40065108536686, ""11-15"": 0.0, ""151-200"": 184.51434510513067, ""16-20"": 0.0, ""200+"": 208.81182480096336, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 61.477390092957855, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,58.723928676245194,11.0,11.0,54.0,54.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 46.504262822305755, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 23.53348508351909, ""Zone terminal equipment_Boiler _DX"": 90.16364039393125, ""Zone terminal equipment_Electric Resistance_DX"": 569.2042110844187, ""Zone terminal equipment_Furnace_DX"": 239.8827706472929}"
Lodging,LargeHotel,Zone terminal equipment_Furnace_DX,29407.412889694227,239.8827706472929,3250.5945217812673,1056.919830557456,3117.335342616782,6398.660651392971,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 11.97781619532638, ""151-200"": 178.14671510220043, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 49.75823934976608, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,24.748338891088228,11.0,11.0,54.0,54.0,"{""DOAS+Zone terminal equipment_GSHP_GSHP"": 46.504262822305755, ""DOAS+Zone terminal equipment_WSHP_WSHP"": 0.0, ""Zone terminal equipment_ASHP_ASHP"": 23.53348508351909, ""Zone terminal equipment_Boiler _DX"": 90.16364039393125, ""Zone terminal equipment_Electric Resistance_DX"": 569.2042110844187, ""Zone terminal equipment_Furnace_DX"": 239.8827706472929}"
Lodging,SmallHotel,Residential forced air_Furnace_DX,18485.87928789975,237.71577543427532,3225.877605838479,1056.5455123283982,3167.1145615715727,6472.782468061492,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 23.697812783348777, ""31-50"": 46.06906655254743, ""51-75"": 167.94889609837912, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,14.802651949321952,11.0,13.0,50.0,52.0,"{""Residential forced air_Furnace_DX"": 237.71577543427532, ""Zone terminal equipment_ASHP_ASHP"": 437.15750021154906, ""Zone terminal equipment_Boiler _DX"": 129.17552279111462, ""Zone terminal equipment_Electric Resistance_DX"": 801.8511190110565}"
Lodging,SmallHotel,Zone terminal equipment_ASHP_ASHP,22946.432088506182,437.15750021154906,3093.047459201051,963.2854301902887,3384.161555581477,6729.399526570714,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 73.56861085245704, ""151-200"": 0.0, ""16-20"": 55.44230762383435, ""200+"": 0.0, ""21-30"": 20.086200174528816, ""31-50"": 46.660895255238266, ""51-75"": 127.15699920254502, ""6-10"": 19.719933309798034, ""76-100"": 94.52255379314752}",Schuyler,27.2219641748444,11.0,13.0,50.0,52.0,"{""Residential forced air_Furnace_DX"": 237.71577543427532, ""Zone terminal equipment_ASHP_ASHP"": 437.15750021154906, ""Zone terminal equipment_Boiler _DX"": 129.17552279111462, ""Zone terminal equipment_Electric Resistance_DX"": 801.8511190110565}"
Lodging,SmallHotel,Zone terminal equipment_Boiler _DX,2536.251717032863,129.17552279111462,3319.6425066964166,1100.3063069196355,2994.962543526798,6250.6263437500165,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 35.26954566857982, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 93.9059771225348}",Schuyler,8.043809043616678,11.0,13.0,50.0,52.0,"{""Residential forced air_Furnace_DX"": 237.71577543427532, ""Zone terminal equipment_ASHP_ASHP"": 437.15750021154906, ""Zone terminal equipment_Boiler _DX"": 129.17552279111462, ""Zone terminal equipment_Electric Resistance_DX"": 801.8511190110565}"
Lodging,SmallHotel,Zone terminal equipment_Electric Resistance_DX,28333.49417038801,801.8511190110565,3261.7590406532354,1075.9265031341502,3160.887938229378,6450.055400710294,"{""0-5"": 8.2286869988824, ""101-150"": 0.0, ""11-15"": 62.80157429961778, ""151-200"": 0.0, ""16-20"": 77.94432163868163, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 187.98549706875264, ""51-75"": 366.8286010422976, ""6-10"": 12.000567198774553, ""76-100"": 86.06187076404997}",Schuyler,49.93157483221698,11.0,13.0,50.0,52.0,"{""Residential forced air_Furnace_DX"": 237.71577543427532, ""Zone terminal equipment_ASHP_ASHP"": 437.15750021154906, ""Zone terminal equipment_Boiler _DX"": 129.17552279111462, ""Zone terminal equipment_Electric Resistance_DX"": 801.8511190110565}"
Mercantile,RetailStandalone,Central Single-zone RTU_ASHP_ASHP,733.8256207685963,139.3522136583622,3214.070991634487,1031.3160132447956,3215.1354998687452,6507.380521479053,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 0.0, ""31-50"": 70.82053114239667, ""51-75"": 68.53168251596551, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,3.379054734160073,12.0,12.0,37.0,38.0,"{""Central Single-zone RTU_ASHP_ASHP"": 139.3522136583622, ""Central Single-zone RTU_Electric Resistance_DX"": 373.6845149286175, ""Central Single-zone RTU_Furnace_DX"": 3237.796666865899, ""Residential forced air_Furnace_DX"": 373.16649864770505}"
Mercantile,RetailStandalone,Central Single-zone RTU_Electric Resistance_DX,24767.059236497906,373.6845149286175,3321.537988359936,1118.918020833326,3152.6770690891262,6425.057101562516,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 368.40622890591624, ""21-30"": 0.0, ""31-50"": 0.0, ""51-75"": 0.0, ""6-10"": 5.278286022701268, ""76-100"": 0.0}",Schuyler,9.061215434636075,12.0,12.0,37.0,38.0,"{""Central Single-zone RTU_ASHP_ASHP"": 139.3522136583622, ""Central Single-zone RTU_Electric Resistance_DX"": 373.6845149286175, ""Central Single-zone RTU_Furnace_DX"": 3237.796666865899, ""Residential forced air_Furnace_DX"": 373.16649864770505}"
Mercantile,RetailStandalone,Central Single-zone RTU_Furnace_DX,159076.70740169342,3237.796666865899,3217.397927444084,1031.1743495735798,3199.8767001818646,6488.65312231136,"{""0-5"": 4.748593554030691, ""101-150"": 114.04377155380332, ""11-15"": 31.548270009947323, ""151-200"": 179.5410383213595, ""16-20"": 155.51915841345544, ""200+"": 1901.9481105803195, ""21-30"": 269.475872247416, ""31-50"": 239.9417512901607, ""51-75"": 303.79810906653427, ""6-10"": 37.23199182887239, ""76-100"": 0.0}",Schuyler,78.51107541243137,12.0,12.0,37.0,38.0,"{""Central Single-zone RTU_ASHP_ASHP"": 139.3522136583622, ""Central Single-zone RTU_Electric Resistance_DX"": 373.6845149286175, ""Central Single-zone RTU_Furnace_DX"": 3237.796666865899, ""Residential forced air_Furnace_DX"": 373.16649864770505}"
Mercantile,RetailStandalone,Residential forced air_Furnace_DX,4205.169596441701,373.16649864770505,3226.588426592471,1039.4683486417323,3232.203662330423,6520.083584379684,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 32.978122788648506, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 25.299207605240372, ""31-50"": 0.0, ""51-75"": 119.44790259127993, ""6-10"": 17.01734596395177, ""76-100"": 178.42391969858448}",Schuyler,9.048654418772484,12.0,12.0,37.0,38.0,"{""Central Single-zone RTU_ASHP_ASHP"": 139.3522136583622, ""Central Single-zone RTU_Electric Resistance_DX"": 373.6845149286175, ""Central Single-zone RTU_Furnace_DX"": 3237.796666865899, ""Residential forced air_Furnace_DX"": 373.16649864770505}"
Mercantile,RetailStripmall,Central Single-zone RTU_ASHP_ASHP,7207.580251818512,213.11139992582,3124.3900510826666,973.8262505580287,3315.672547005999,6640.108746481362,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 0.0, ""151-200"": 0.0, ""16-20"": 31.85833792325181, ""200+"": 0.0, ""21-30"": 102.84508691209811, ""31-50"": 78.40797509047009, ""51-75"": 0.0, ""6-10"": 0.0, ""76-100"": 0.0}",Schuyler,6.782606103964918,42.0,42.0,21.0,21.0,"{""Central Single-zone RTU_ASHP_ASHP"": 213.11139992582, ""Central Single-zone RTU_Electric Resistance_DX"": 314.9165401440969, ""Central Single-zone RTU_Furnace_DX"": 1629.192049103568, ""Residential forced air_Furnace_DX"": 984.8082616081895}"
Mercantile,RetailStripmall,Central Single-zone RTU_Electric Resistance_DX,13670.348229926787,314.9165401440969,3132.30745343971,991.8897307529486,3324.2490816733157,6658.831358986555,"{""0-5"": 0.0, ""101-150"": 0.0, ""11-15"": 22.532997565090383, ""151-200"": 0.0, ""16-20"": 0.0, ""200+"": 0.0, ""21-30"": 143.68447602181544, ""31-50"": 39.69480280306564, ""51-75"": 0.0, ""6-10"": 28.45419546451923, ""76-100"": 80.55006828960624}",Schuyler,10.022715106579703,42.0,42.0,21.0,21.0,"{""Central Single-zone RTU_ASHP_ASHP"": 213.11139992582, ""Central Single-zone RTU_Electric Resistance_DX"": 314.9165401440969, ""Central Single-zone RTU_Furnace_DX"": 1629.192049103568, ""Residential forced air_Furnace_DX"": 984.8082616081895}"
Mercantile,RetailStripmall,Central Single-zone RTU_Furnace_DX,106651.85270958375,1629.192049103568,3190.3913858742944,1019.9037244685647,3229.5845460621013,6534.096884656372,"{""0-5"": 0.0, ""101-150"": 141.5979403787275, ""11-15"": 103.5124657845488, ""151-200"": 0.0, ""16-20"": 136.83106817134325, ""200+"": 497.90804516976084, ""21-30"": 90.67769455833559, ""31-50"": 0.0, ""51-75"": 243.7675595501218, ""6-10"": 170.61967292688374, ""76-100"": 244.27760256384659}",Schuyler,51.851604093574174,42.0,42.0,21.0,21.0,"{""Central Single-zone RTU_ASHP_ASHP"": 213.11139992582, ""Central Single-zone RTU_Electric Resistance_DX"": 314.9165401440969, ""Central Single-zone RTU_Furnace_DX"": 1629.192049103568, ""Residential forced air_Furnace_DX"": 984.8082616081895}"
